Time,Channel A,Channel B
(ms),(mV),(mV)

-0.52729593,0.79047730,0.78740150
-0.52723193,0.79047730,0.78740150
-0.52716793,0.00000000,0.00000000
-0.52710393,0.00000000,0.78740150
-0.52703993,0.00000000,0.00000000
-0.52697593,0.00000000,0.00000000
-0.52691193,0.00000000,0.00000000
-0.52684793,-0.79047730,0.00000000
-0.52678393,-0.79047730,0.00000000
-0.52671993,-0.79047730,-0.78740150
-0.52665593,-0.79047730,-1.57787900
-0.52659193,-0.79047730,-1.57787900
-0.52652793,-0.79047730,-1.57787900
-0.52646393,-1.58403000,-1.57787900
-0.52639993,-0.79047730,-1.57787900
-0.52633593,-1.58403000,-1.57787900
-0.52627193,-0.79047730,-0.78740150
-0.52620793,-0.79047730,-1.57787900
-0.52614393,-0.79047730,-0.78740150
-0.52607993,-0.79047730,-0.78740150
-0.52601593,0.00000000,-0.78740150
-0.52595193,0.00000000,-0.78740150
-0.52588793,0.00000000,0.00000000
-0.52582393,0.00000000,0.00000000
-0.52575993,0.00000000,0.78740150
-0.52569593,0.00000000,0.00000000
-0.52563193,0.00000000,0.00000000
-0.52556793,0.00000000,0.00000000
-0.52550393,0.79047730,0.00000000
-0.52543993,0.79047730,0.00000000
-0.52537593,0.79047730,0.00000000
-0.52531193,0.00000000,0.78740150
-0.52524793,0.79047730,0.78740150
-0.52518393,0.79047730,0.78740150
-0.52511993,0.00000000,0.78740150
-0.52505593,0.79047730,0.78740150
-0.52499193,0.00000000,0.78740150
-0.52492793,0.00000000,0.00000000
-0.52486393,0.79047730,0.00000000
-0.52479993,0.00000000,0.00000000
-0.52473593,0.79047730,0.00000000
-0.52467193,0.00000000,0.00000000
-0.52460793,0.00000000,0.00000000
-0.52454393,0.00000000,0.00000000
-0.52447993,-0.79047730,-0.78740150
-0.52441593,0.00000000,0.78740150
-0.52435193,0.00000000,0.00000000
-0.52428793,0.00000000,0.00000000
-0.52422393,0.00000000,-0.78740150
-0.52415993,0.00000000,0.00000000
-0.52409593,-0.79047730,0.00000000
-0.52403193,0.00000000,-0.78740150
-0.52396793,0.00000000,0.00000000
-0.52390393,-0.79047730,-0.78740150
-0.52383993,-0.79047730,-0.78740150
-0.52377593,-0.79047730,0.00000000
-0.52371193,-0.79047730,-0.78740150
-0.52364793,-0.79047730,-0.78740150
-0.52358393,-0.79047730,-0.78740150
-0.52351993,-0.79047730,-0.78740150
-0.52345593,-0.79047730,-0.78740150
-0.52339193,-0.79047730,-0.78740150
-0.52332793,-0.79047730,-0.78740150
-0.52326393,-0.79047730,0.00000000
-0.52319993,-0.79047730,0.00000000
-0.52313593,0.00000000,0.00000000
-0.52307193,0.00000000,0.00000000
-0.52300793,0.00000000,0.00000000
-0.52294393,0.00000000,0.00000000
-0.52287993,0.00000000,0.00000000
-0.52281593,0.00000000,0.00000000
-0.52275193,0.00000000,0.00000000
-0.52268793,0.00000000,0.78740150
-0.52262393,0.79047730,0.78740150
-0.52255993,0.79047730,0.78740150
-0.52249593,0.79047730,0.00000000
-0.52243193,0.79047730,0.00000000
-0.52236793,0.79047730,0.78740150
-0.52230393,0.79047730,0.78740150
-0.52223993,0.79047730,0.00000000
-0.52217593,0.79047730,0.78740150
-0.52211193,0.00000000,0.00000000
-0.52204793,0.00000000,0.78740150
-0.52198393,0.00000000,0.00000000
-0.52191993,0.00000000,0.00000000
-0.52185593,-0.79047730,0.00000000
-0.52179193,0.00000000,-0.78740150
-0.52172793,-0.79047730,-0.78740150
-0.52166393,-0.79047730,-1.57787900
-0.52159993,-0.79047730,-1.57787900
-0.52153593,-0.79047730,-1.57787900
-0.52147193,-0.79047730,-0.78740150
-0.52140793,-1.58403000,-1.57787900
-0.52134393,-1.58403000,-0.78740150
-0.52127993,-0.79047730,-1.57787900
-0.52121593,-0.79047730,-1.57787900
-0.52115193,-1.58403000,-0.78740150
-0.52108793,-0.79047730,-0.78740150
-0.52102393,-0.79047730,-0.78740150
-0.52095993,0.00000000,0.00000000
-0.52089593,-0.79047730,-0.78740150
-0.52083193,0.00000000,-0.78740150
-0.52076793,-0.79047730,0.00000000
-0.52070393,0.00000000,0.00000000
-0.52063993,0.00000000,0.00000000
-0.52057593,0.79047730,0.78740150
-0.52051193,0.79047730,0.00000000
-0.52044793,0.79047730,0.78740150
-0.52038393,0.79047730,0.78740150
-0.52031993,0.79047730,0.78740150
-0.52025593,0.79047730,0.78740150
-0.52019193,0.79047730,0.78740150
-0.52012793,0.79047730,0.78740150
-0.52006393,0.79047730,1.57787900
-0.51999993,0.79047730,0.78740150
-0.51993593,0.79047730,0.78740150
-0.51987193,0.79047730,0.78740150
-0.51980793,0.79047730,0.78740150
-0.51974393,0.79047730,0.78740150
-0.51967993,0.00000000,0.78740150
-0.51961593,0.00000000,0.00000000
-0.51955193,0.00000000,0.00000000
-0.51948793,0.00000000,0.00000000
-0.51942393,0.00000000,0.00000000
-0.51935993,0.00000000,0.00000000
-0.51929593,0.00000000,-0.78740150
-0.51923193,0.00000000,-0.78740150
-0.51916793,0.00000000,-0.78740150
-0.51910393,-0.79047730,-0.78740150
-0.51903993,-0.79047730,0.00000000
-0.51897593,-0.79047730,-0.78740150
-0.51891193,0.00000000,0.00000000
-0.51884793,-0.79047730,0.00000000
-0.51878393,-0.79047730,-0.78740150
-0.51871993,-0.79047730,-0.78740150
-0.51865593,-0.79047730,-0.78740150
-0.51859193,-0.79047730,-0.78740150
-0.51852793,0.00000000,0.00000000
-0.51846393,-0.79047730,-0.78740150
-0.51839993,-0.79047730,0.00000000
-0.51833593,0.00000000,-0.78740150
-0.51827193,0.00000000,0.00000000
-0.51820793,0.00000000,0.00000000
-0.51814393,0.00000000,0.00000000
-0.51807993,0.00000000,-0.78740150
-0.51801593,0.00000000,0.00000000
-0.51795193,0.00000000,0.00000000
-0.51788793,0.00000000,0.78740150
-0.51782393,0.00000000,0.00000000
-0.51775993,0.00000000,0.00000000
-0.51769593,0.00000000,0.00000000
-0.51763193,0.79047730,0.00000000
-0.51756793,0.00000000,0.00000000
-0.51750393,0.79047730,0.00000000
-0.51743993,0.00000000,0.00000000
-0.51737593,0.00000000,0.00000000
-0.51731193,0.79047730,0.00000000
-0.51724793,0.79047730,0.78740150
-0.51718393,0.00000000,0.78740150
-0.51711993,0.00000000,0.00000000
-0.51705593,0.00000000,0.78740150
-0.51699193,0.00000000,0.78740150
-0.51692793,0.00000000,0.00000000
-0.51686393,0.00000000,0.00000000
-0.51679993,0.00000000,0.00000000
-0.51673593,0.00000000,0.00000000
-0.51667193,0.00000000,0.00000000
-0.51660793,0.00000000,0.00000000
-0.51654393,0.00000000,0.00000000
-0.51647993,0.00000000,-0.78740150
-0.51641593,-0.79047730,-0.78740150
-0.51635193,-0.79047730,-0.78740150
-0.51628793,-0.79047730,0.00000000
-0.51622393,0.00000000,-0.78740150
-0.51615993,-0.79047730,0.00000000
-0.51609593,-0.79047730,-0.78740150
-0.51603193,0.00000000,-0.78740150
-0.51596793,-0.79047730,-0.78740150
-0.51590393,-0.79047730,0.00000000
-0.51583993,0.00000000,0.00000000
-0.51577593,0.00000000,0.00000000
-0.51571193,0.00000000,0.00000000
-0.51564793,0.00000000,0.00000000
-0.51558393,0.00000000,0.00000000
-0.51551993,0.00000000,0.00000000
-0.51545593,0.00000000,0.00000000
-0.51539193,0.00000000,0.00000000
-0.51532793,0.00000000,0.00000000
-0.51526393,0.00000000,0.00000000
-0.51519993,0.00000000,0.00000000
-0.51513593,0.79047730,0.00000000
-0.51507193,0.79047730,0.00000000
-0.51500793,0.79047730,0.78740150
-0.51494393,0.00000000,0.78740150
-0.51487993,0.00000000,0.78740150
-0.51481593,0.00000000,0.78740150
-0.51475193,0.00000000,0.00000000
-0.51468793,0.79047730,0.00000000
-0.51462393,0.00000000,0.00000000
-0.51455993,0.00000000,0.00000000
-0.51449593,0.00000000,0.00000000
-0.51443193,0.79047730,0.00000000
-0.51436793,0.00000000,0.00000000
-0.51430393,0.00000000,0.00000000
-0.51423993,0.00000000,0.00000000
-0.51417593,0.00000000,0.00000000
-0.51411193,0.00000000,0.00000000
-0.51404793,0.00000000,0.00000000
-0.51398393,0.00000000,0.00000000
-0.51391993,0.00000000,0.00000000
-0.51385593,0.00000000,0.00000000
-0.51379193,-0.79047730,-0.78740150
-0.51372793,0.00000000,0.00000000
-0.51366393,0.00000000,-0.78740150
-0.51359993,-0.79047730,0.00000000
-0.51353593,-0.79047730,-0.78740150
-0.51347193,-0.79047730,-0.78740150
-0.51340793,-0.79047730,-0.78740150
-0.51334393,0.00000000,-0.78740150
-0.51327993,-0.79047730,-0.78740150
-0.51321593,-0.79047730,-0.78740150
-0.51315193,-0.79047730,-0.78740150
-0.51308793,-0.79047730,-0.78740150
-0.51302393,-0.79047730,-0.78740150
-0.51295993,-0.79047730,0.00000000
-0.51289593,-0.79047730,0.00000000
-0.51283193,0.00000000,0.00000000
-0.51276793,0.00000000,0.00000000
-0.51270393,0.00000000,0.00000000
-0.51263993,0.00000000,0.00000000
-0.51257593,0.00000000,0.78740150
-0.51251193,0.00000000,0.00000000
-0.51244793,0.00000000,0.00000000
-0.51238393,0.00000000,0.00000000
-0.51231993,0.00000000,0.78740150
-0.51225593,0.79047730,0.78740150
-0.51219193,0.79047730,0.78740150
-0.51212793,0.79047730,0.78740150
-0.51206393,0.00000000,0.78740150
-0.51199993,0.79047730,0.78740150
-0.51193593,0.79047730,0.78740150
-0.51187193,0.00000000,0.78740150
-0.51180793,0.79047730,0.78740150
-0.51174393,0.79047730,0.78740150
-0.51167993,0.79047730,0.78740150
-0.51161593,0.00000000,0.78740150
-0.51155193,0.79047730,0.00000000
-0.51148793,0.79047730,0.00000000
-0.51142393,0.00000000,0.00000000
-0.51135993,0.00000000,0.00000000
-0.51129593,0.00000000,0.00000000
-0.51123193,0.00000000,0.00000000
-0.51116793,0.00000000,0.00000000
-0.51110393,0.00000000,0.00000000
-0.51103993,0.00000000,0.00000000
-0.51097593,0.00000000,0.00000000
-0.51091193,0.00000000,0.00000000
-0.51084793,-0.79047730,0.00000000
-0.51078393,-0.79047730,0.00000000
-0.51071993,-0.79047730,0.00000000
-0.51065593,-0.79047730,0.00000000
-0.51059193,0.00000000,0.00000000
-0.51052793,0.00000000,-0.78740150
-0.51046393,0.00000000,0.00000000
-0.51039993,0.00000000,-0.78740150
-0.51033593,0.00000000,-0.78740150
-0.51027193,0.00000000,0.00000000
-0.51020793,0.00000000,0.00000000
-0.51014393,0.00000000,0.00000000
-0.51007993,0.00000000,0.00000000
-0.51001593,0.00000000,0.00000000
-0.50995193,0.00000000,0.00000000
-0.50988793,0.00000000,0.78740150
-0.50982393,0.00000000,0.78740150
-0.50975993,0.00000000,0.78740150
-0.50969593,0.00000000,0.00000000
-0.50963193,0.00000000,0.00000000
-0.50956793,0.00000000,0.00000000
-0.50950393,0.00000000,0.00000000
-0.50943993,0.00000000,0.78740150
-0.50937593,0.79047730,0.00000000
-0.50931193,0.00000000,-0.78740150
-0.50924793,0.00000000,0.00000000
-0.50918393,0.00000000,0.00000000
-0.50911993,0.00000000,0.00000000
-0.50905593,0.00000000,0.00000000
-0.50899193,0.00000000,0.00000000
-0.50892793,0.00000000,0.00000000
-0.50886393,0.00000000,0.00000000
-0.50879993,0.00000000,0.00000000
-0.50873593,0.00000000,0.00000000
-0.50867193,0.00000000,0.00000000
-0.50860793,0.00000000,0.00000000
-0.50854393,0.00000000,0.00000000
-0.50847993,0.00000000,0.00000000
-0.50841593,0.00000000,0.00000000
-0.50835193,0.00000000,0.00000000
-0.50828793,0.00000000,0.00000000
-0.50822393,0.00000000,0.00000000
-0.50815993,0.00000000,0.00000000
-0.50809593,0.00000000,0.00000000
-0.50803193,0.00000000,0.78740150
-0.50796793,0.00000000,0.00000000
-0.50790393,0.00000000,0.00000000
-0.50783993,0.00000000,0.00000000
-0.50777593,0.00000000,0.00000000
-0.50771193,0.00000000,0.78740150
-0.50764793,0.00000000,0.00000000
-0.50758393,0.00000000,0.00000000
-0.50751993,0.00000000,0.00000000
-0.50745593,0.00000000,0.78740150
-0.50739193,0.00000000,0.00000000
-0.50732793,0.00000000,0.00000000
-0.50726393,0.00000000,-0.78740150
-0.50719993,-0.79047730,-0.78740150
-0.50713593,0.00000000,-0.78740150
-0.50707193,0.00000000,0.00000000
-0.50700793,0.00000000,0.00000000
-0.50694393,0.00000000,0.00000000
-0.50687993,0.00000000,-0.78740150
-0.50681593,0.00000000,0.78740150
-0.50675193,0.00000000,0.00000000
-0.50668793,-0.79047730,0.00000000
-0.50662393,-0.79047730,0.00000000
-0.50655993,0.00000000,0.00000000
-0.50649593,0.00000000,-0.78740150
-0.50643193,0.00000000,0.00000000
-0.50636793,0.00000000,-0.78740150
-0.50630393,0.00000000,0.00000000
-0.50623993,0.00000000,0.00000000
-0.50617593,0.00000000,0.00000000
-0.50611193,0.79047730,0.78740150
-0.50604793,0.79047730,0.78740150
-0.50598393,0.79047730,1.57787900
-0.50591993,0.79047730,0.78740150
-0.50585593,1.58403000,1.57787900
-0.50579193,1.58403000,1.57787900
-0.50572793,1.58403000,1.57787900
-0.50566393,1.58403000,1.57787900
-0.50559993,1.58403000,2.36528000
-0.50553593,1.58403000,1.57787900
-0.50547193,2.37758400,1.57787900
-0.50540793,1.58403000,1.57787900
-0.50534393,1.58403000,1.57787900
-0.50527993,1.58403000,1.57787900
-0.50521593,0.79047730,0.78740150
-0.50515193,0.79047730,0.78740150
-0.50508793,0.00000000,0.78740150
-0.50502393,0.00000000,0.00000000
-0.50495993,-0.79047730,0.00000000
-0.50489593,-1.58403000,-0.78740150
-0.50483193,-1.58403000,-0.78740150
-0.50476793,-2.37758400,-1.57787900
-0.50470393,-2.37758400,-2.36528000
-0.50463993,-3.16806100,-3.15575800
-0.50457593,-3.16806100,-3.15575800
-0.50451193,-3.96161400,-3.94315900
-0.50444793,-4.75516700,-4.73363700
-0.50438393,-4.75516700,-4.73363700
-0.50431993,-4.75516700,-4.73363700
-0.50425593,-4.75516700,-4.73363700
-0.50419193,-5.54872000,-5.52103800
-0.50412793,-4.75516700,-4.73363700
-0.50406393,-4.75516700,-5.52103800
-0.50399993,-4.75516700,-4.73363700
-0.50393593,-4.75516700,-4.73363700
-0.50387193,-3.96161400,-3.94315900
-0.50380793,-3.96161400,-3.94315900
-0.50374393,-3.16806100,-3.15575800
-0.50367993,-3.16806100,-3.15575800
-0.50361593,-2.37758400,-1.57787900
-0.50355193,-2.37758400,-1.57787900
-0.50348793,-0.79047730,-1.57787900
-0.50342393,0.00000000,-0.78740150
-0.50335993,0.79047730,0.78740150
-0.50329593,1.58403000,1.57787900
-0.50323193,1.58403000,1.57787900
-0.50316793,3.16806100,2.36528000
-0.50310393,3.96161400,3.15575800
-0.50303993,4.75516700,4.73363700
-0.50297593,5.54872000,5.52103800
-0.50291193,5.54872000,6.31151500
-0.50284793,6.33919800,6.31151500
-0.50278393,6.33919800,6.31151500
-0.50271993,7.13275100,7.10199300
-0.50265593,7.13275100,7.10199300
-0.50259193,7.92630300,7.10199300
-0.50252793,7.92630300,7.88939400
-0.50246393,7.92630300,7.10199300
-0.50239993,7.13275100,7.10199300
-0.50233593,7.13275100,7.10199300
-0.50227193,6.33919800,6.31151500
-0.50220793,6.33919800,6.31151500
-0.50214393,5.54872000,5.52103800
-0.50207993,4.75516700,4.73363700
-0.50201593,3.96161400,4.73363700
-0.50195193,3.16806100,3.15575800
-0.50188793,2.37758400,2.36528000
-0.50182393,1.58403000,1.57787900
-0.50175993,0.79047730,0.00000000
-0.50169593,-1.58403000,-0.78740150
-0.50163193,-1.58403000,-2.36528000
-0.50156793,-3.16806100,-3.15575800
-0.50150393,-3.96161400,-4.73363700
-0.50143993,-4.75516700,-4.73363700
-0.50137593,-6.33919800,-6.31151500
-0.50131193,-7.13275100,-7.10199300
-0.50124793,-7.92630300,-7.10199300
-0.50118393,-7.92630300,-7.88939400
-0.50111993,-8.71678100,-8.67987200
-0.50105593,-8.71678100,-8.67987200
-0.50099193,-9.51033400,-9.46727400
-0.50092793,-8.71678100,-8.67987200
-0.50086393,-9.51033400,-9.46727400
-0.50079993,-9.51033400,-9.46727400
-0.50073593,-8.71678100,-8.67987200
-0.50067193,-8.71678100,-7.88939400
-0.50060793,-7.92630300,-7.88939400
-0.50054393,-7.13275100,-6.31151500
-0.50047993,-6.33919800,-6.31151500
-0.50041593,-5.54872000,-5.52103800
-0.50035193,-4.75516700,-3.94315900
-0.50028793,-3.96161400,-3.94315900
-0.50022393,-2.37758400,-2.36528000
-0.50015993,-1.58403000,-0.78740150
-0.50009593,-0.79047730,0.00000000
-0.50003193,0.79047730,0.78740150
-0.49996793,2.37758400,2.36528000
-0.49990393,3.16806100,3.15575800
-0.49983993,3.96161400,3.94315900
-0.49977593,5.54872000,4.73363700
-0.49971193,6.33919800,6.31151500
-0.49964793,7.13275100,7.10199300
-0.49958393,7.13275100,7.88939400
-0.49951993,7.92630300,8.67987200
-0.49945593,8.71678100,8.67987200
-0.49939193,8.71678100,9.46727400
-0.49932793,9.51033400,9.46727400
-0.49926393,9.51033400,9.46727400
-0.49919993,9.51033400,9.46727400
-0.49913593,8.71678100,8.67987200
-0.49907193,8.71678100,8.67987200
-0.49900793,7.92630300,7.88939400
-0.49894393,7.13275100,7.88939400
-0.49887993,6.33919800,7.10199300
-0.49881593,6.33919800,6.31151500
-0.49875193,4.75516700,4.73363700
-0.49868793,3.96161400,3.94315900
-0.49862393,3.16806100,3.15575800
-0.49855993,2.37758400,1.57787900
-0.49849593,0.79047730,0.78740150
-0.49843193,0.00000000,-0.78740150
-0.49836793,-1.58403000,-1.57787900
-0.49830393,-2.37758400,-2.36528000
-0.49823993,-3.16806100,-3.15575800
-0.49817593,-3.96161400,-3.94315900
-0.49811193,-5.54872000,-5.52103800
-0.49804793,-6.33919800,-6.31151500
-0.49798393,-7.13275100,-6.31151500
-0.49791993,-7.13275100,-7.10199300
-0.49785593,-7.92630300,-7.88939400
-0.49779193,-7.92630300,-7.88939400
-0.49772793,-8.71678100,-7.88939400
-0.49766393,-8.71678100,-8.67987200
-0.49759993,-8.71678100,-8.67987200
-0.49753593,-7.92630300,-7.88939400
-0.49747193,-7.92630300,-7.88939400
-0.49740793,-7.13275100,-7.88939400
-0.49734393,-6.33919800,-7.10199300
-0.49727993,-5.54872000,-6.31151500
-0.49721593,-5.54872000,-4.73363700
-0.49715193,-4.75516700,-4.73363700
-0.49708793,-3.16806100,-3.15575800
-0.49702393,-2.37758400,-2.36528000
-0.49695993,-1.58403000,-0.78740150
-0.49689593,0.00000000,0.00000000
-0.49683193,0.79047730,0.78740150
-0.49676793,1.58403000,1.57787900
-0.49670393,2.37758400,2.36528000
-0.49663993,3.16806100,3.15575800
-0.49657593,3.96161400,3.94315900
-0.49651193,4.75516700,5.52103800
-0.49644793,5.54872000,5.52103800
-0.49638393,5.54872000,6.31151500
-0.49631993,6.33919800,6.31151500
-0.49625593,6.33919800,6.31151500
-0.49619193,7.13275100,7.10199300
-0.49612793,7.13275100,7.10199300
-0.49606393,6.33919800,6.31151500
-0.49599993,6.33919800,6.31151500
-0.49593593,6.33919800,6.31151500
-0.49587193,5.54872000,6.31151500
-0.49580793,5.54872000,5.52103800
-0.49574393,4.75516700,4.73363700
-0.49567993,3.96161400,3.94315900
-0.49561593,3.16806100,3.94315900
-0.49555193,3.16806100,3.15575800
-0.49548793,1.58403000,2.36528000
-0.49542393,0.79047730,0.78740150
-0.49535993,0.00000000,0.00000000
-0.49529593,0.00000000,-0.78740150
-0.49523193,-1.58403000,-1.57787900
-0.49516793,-2.37758400,-2.36528000
-0.49510393,-3.16806100,-3.15575800
-0.49503993,-3.96161400,-3.94315900
-0.49497593,-4.75516700,-4.73363700
-0.49491193,-4.75516700,-4.73363700
-0.49484793,-4.75516700,-4.73363700
-0.49478393,-5.54872000,-5.52103800
-0.49471993,-5.54872000,-6.31151500
-0.49465593,-5.54872000,-5.52103800
-0.49459193,-6.33919800,-5.52103800
-0.49452793,-5.54872000,-5.52103800
-0.49446393,-5.54872000,-5.52103800
-0.49439993,-5.54872000,-5.52103800
-0.49433593,-4.75516700,-5.52103800
-0.49427193,-3.96161400,-4.73363700
-0.49420793,-3.96161400,-3.94315900
-0.49414393,-3.16806100,-3.15575800
-0.49407993,-3.16806100,-3.15575800
-0.49401593,-2.37758400,-1.57787900
-0.49395193,-1.58403000,-1.57787900
-0.49388793,-0.79047730,-0.78740150
-0.49382393,0.00000000,0.00000000
-0.49375993,0.79047730,0.78740150
-0.49369593,1.58403000,0.78740150
-0.49363193,2.37758400,1.57787900
-0.49356793,2.37758400,2.36528000
-0.49350393,3.16806100,3.15575800
-0.49343993,3.16806100,3.15575800
-0.49337593,3.96161400,3.15575800
-0.49331193,3.96161400,3.94315900
-0.49324793,3.96161400,3.94315900
-0.49318393,4.75516700,4.73363700
-0.49311993,4.75516700,4.73363700
-0.49305593,4.75516700,3.94315900
-0.49299193,4.75516700,3.94315900
-0.49292793,3.96161400,3.94315900
-0.49286393,3.16806100,3.94315900
-0.49279993,3.16806100,3.94315900
-0.49273593,3.16806100,3.15575800
-0.49267193,2.37758400,2.36528000
-0.49260793,1.58403000,1.57787900
-0.49254393,1.58403000,1.57787900
-0.49247993,0.79047730,0.78740150
-0.49241593,0.79047730,0.78740150
-0.49235193,0.00000000,0.00000000
-0.49228793,0.00000000,-0.78740150
-0.49222393,-1.58403000,-1.57787900
-0.49215993,-1.58403000,-1.57787900
-0.49209593,-1.58403000,-2.36528000
-0.49203193,-2.37758400,-2.36528000
-0.49196793,-2.37758400,-2.36528000
-0.49190393,-3.16806100,-3.15575800
-0.49183993,-3.16806100,-3.15575800
-0.49177593,-3.16806100,-3.15575800
-0.49171193,-3.16806100,-3.15575800
-0.49164793,-3.96161400,-3.94315900
-0.49158393,-3.16806100,-3.15575800
-0.49151993,-3.16806100,-3.15575800
-0.49145593,-3.16806100,-2.36528000
-0.49139193,-3.16806100,-3.15575800
-0.49132793,-2.37758400,-3.15575800
-0.49126393,-2.37758400,-2.36528000
-0.49119993,-2.37758400,-2.36528000
-0.49113593,-1.58403000,-1.57787900
-0.49107193,-1.58403000,-0.78740150
-0.49100793,-0.79047730,-0.78740150
-0.49094393,-0.79047730,-0.78740150
-0.49087993,0.00000000,0.00000000
-0.49081593,0.00000000,0.78740150
-0.49075193,0.79047730,0.78740150
-0.49068793,1.58403000,1.57787900
-0.49062393,1.58403000,1.57787900
-0.49055993,1.58403000,1.57787900
-0.49049593,2.37758400,2.36528000
-0.49043193,2.37758400,2.36528000
-0.49036793,1.58403000,2.36528000
-0.49030393,2.37758400,1.57787900
-0.49023993,2.37758400,2.36528000
-0.49017593,2.37758400,2.36528000
-0.49011193,2.37758400,2.36528000
-0.49004793,2.37758400,2.36528000
-0.48998393,2.37758400,1.57787900
-0.48991993,2.37758400,2.36528000
-0.48985593,1.58403000,1.57787900
-0.48979193,1.58403000,2.36528000
-0.48972793,1.58403000,1.57787900
-0.48966393,0.79047730,0.78740150
-0.48959993,0.79047730,0.78740150
-0.48953593,0.79047730,0.78740150
-0.48947193,0.79047730,0.00000000
-0.48940793,0.00000000,0.00000000
-0.48934393,0.00000000,-0.78740150
-0.48927993,0.00000000,0.00000000
-0.48921593,-0.79047730,-0.78740150
-0.48915193,-0.79047730,-0.78740150
-0.48908793,-0.79047730,-0.78740150
-0.48902393,-1.58403000,-1.57787900
-0.48895993,-1.58403000,-1.57787900
-0.48889593,-1.58403000,-1.57787900
-0.48883193,-1.58403000,-0.78740150
-0.48876793,-1.58403000,-1.57787900
-0.48870393,-1.58403000,-2.36528000
-0.48863993,-1.58403000,-1.57787900
-0.48857593,-1.58403000,-1.57787900
-0.48851193,-1.58403000,-1.57787900
-0.48844793,-1.58403000,-1.57787900
-0.48838393,-1.58403000,-0.78740150
-0.48831993,-1.58403000,-0.78740150
-0.48825593,-0.79047730,-0.78740150
-0.48819193,-0.79047730,-0.78740150
-0.48812793,0.00000000,-0.78740150
-0.48806393,-0.79047730,0.00000000
-0.48799993,0.00000000,0.00000000
-0.48793593,0.00000000,0.00000000
-0.48787193,0.00000000,0.00000000
-0.48780793,0.00000000,0.78740150
-0.48774393,0.79047730,0.78740150
-0.48767993,0.79047730,0.78740150
-0.48761593,0.79047730,0.78740150
-0.48755193,0.79047730,0.78740150
-0.48748793,0.79047730,0.78740150
-0.48742393,0.79047730,0.78740150
-0.48735993,0.79047730,0.78740150
-0.48729593,0.79047730,0.78740150
-0.48723193,0.79047730,0.78740150
-0.48716793,0.79047730,0.78740150
-0.48710393,0.79047730,0.78740150
-0.48703993,0.79047730,0.78740150
-0.48697593,0.79047730,0.78740150
-0.48691193,0.79047730,0.78740150
-0.48684793,0.79047730,0.78740150
-0.48678393,0.00000000,0.78740150
-0.48671993,0.00000000,0.78740150
-0.48665593,0.00000000,0.78740150
-0.48659193,0.00000000,0.00000000
-0.48652793,0.00000000,0.00000000
-0.48646393,0.00000000,0.00000000
-0.48639993,0.00000000,0.00000000
-0.48633593,0.00000000,0.00000000
-0.48627193,-0.79047730,-0.78740150
-0.48620793,-0.79047730,-0.78740150
-0.48614393,-0.79047730,-0.78740150
-0.48607993,-0.79047730,-0.78740150
-0.48601593,-0.79047730,-0.78740150
-0.48595193,-0.79047730,-0.78740150
-0.48588793,-0.79047730,-0.78740150
-0.48582393,-0.79047730,-0.78740150
-0.48575993,-0.79047730,-0.78740150
-0.48569593,-0.79047730,0.00000000
-0.48563193,-0.79047730,-0.78740150
-0.48556793,-0.79047730,-0.78740150
-0.48550393,-0.79047730,-0.78740150
-0.48543993,-0.79047730,-0.78740150
-0.48537593,-0.79047730,-0.78740150
-0.48531193,-0.79047730,0.00000000
-0.48524793,-0.79047730,-0.78740150
-0.48518393,-0.79047730,-0.78740150
-0.48511993,-0.79047730,-0.78740150
-0.48505593,-0.79047730,-0.78740150
-0.48499193,-0.79047730,-0.78740150
-0.48492793,-0.79047730,-0.78740150
-0.48486393,-0.79047730,0.00000000
-0.48479993,0.00000000,0.00000000
-0.48473593,0.79047730,0.78740150
-0.48467193,0.79047730,0.78740150
-0.48460793,0.79047730,0.78740150
-0.48454393,0.79047730,0.78740150
-0.48447993,1.58403000,1.57787900
-0.48441593,1.58403000,1.57787900
-0.48435193,1.58403000,1.57787900
-0.48428793,1.58403000,1.57787900
-0.48422393,1.58403000,1.57787900
-0.48415993,1.58403000,2.36528000
-0.48409593,1.58403000,1.57787900
-0.48403193,0.79047730,0.78740150
-0.48396793,1.58403000,1.57787900
-0.48390393,0.79047730,0.78740150
-0.48383993,0.79047730,0.00000000
-0.48377593,-0.79047730,0.00000000
-0.48371193,-0.79047730,0.00000000
-0.48364793,-1.58403000,-1.57787900
-0.48358393,-1.58403000,-1.57787900
-0.48351993,-2.37758400,-2.36528000
-0.48345593,-2.37758400,-2.36528000
-0.48339193,-2.37758400,-3.15575800
-0.48332793,-2.37758400,-2.36528000
-0.48326393,-2.37758400,-3.15575800
-0.48319993,-2.37758400,-2.36528000
-0.48313593,-2.37758400,-2.36528000
-0.48307193,-1.58403000,-1.57787900
-0.48300793,-1.58403000,-1.57787900
-0.48294393,-0.79047730,-0.78740150
-0.48287993,0.00000000,0.00000000
-0.48281593,0.00000000,0.78740150
-0.48275193,0.79047730,0.78740150
-0.48268793,0.79047730,1.57787900
-0.48262393,1.58403000,1.57787900
-0.48255993,1.58403000,2.36528000
-0.48249593,2.37758400,2.36528000
-0.48243193,2.37758400,2.36528000
-0.48236793,1.58403000,2.36528000
-0.48230393,1.58403000,2.36528000
-0.48223993,1.58403000,1.57787900
-0.48217593,1.58403000,0.78740150
-0.48211193,1.58403000,0.78740150
-0.48204793,0.79047730,0.00000000
-0.48198393,0.00000000,0.00000000
